HFL1,CVCL_0298,,,"ATCC-formulated F-12K Medium, Catalog No. 30-2004. To make the complete growth medium, add the following components to the base medium: fetal bovine serum to a final concentration of 10%.",normal,Caucasian,M,Unknown,lung,normal lung sample,normal lung sample,JCRB,adherent
IMR90,CVCL_0347,0.33,< 24,"ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003",normal,Caucasian,F,Unknown,lung,normal lung sample,normal lung sample,JCRB,adherent
HCC1588,CVCL_A351,,60,RPMI-164 Invitrogen catalog # 11875,tumor,Unknown,F,Unknown,lung,lung cancer,non small cell lung carcinoma,KCLB,mix
HCC95,CVCL_5137,,60,RPMI-164 Invitrogen catalog # 11875,tumor,Unknown,M,Unknown,lung,lung cancer,non small cell lung carcinoma,KCLB,adherent
SNU1040,CVCL_5003,,63,RPMI-164 Invitrogen catalog # 11875,tumor,Unknown,M,Unknown,large_intestine,colon cancer,carcinoma,KCLB,mix
SNU407,CVCL_5058,,42,RPMI-164 Invitrogen catalog # 11875,tumor,Unknown,M,Unknown,large_intestine,colon cancer,carcinoma,KCLB,adherent
SNUC4,CVCL_5111,,27,RPMI-164 Invitrogen catalog # 11875,tumor,Unknown,M,Unknown,large_intestine,colon cancer,adenocarcinoma,KCLB,adherent
SNUC5,CVCL_5112,,67,RPMI-164 Invitrogen catalog # 11875,tumor,Asian,F,Unknown,large_intestine,colon cancer,adenocarcinoma,KCLB,adherent
CORL23,CVCL_1139,,48,RPMI-164 (Hyclone Cat.# SH327.2),tumor,Unknown,M,Unknown,lung,lung cancer,non small cell lung cancer,ECACC,adherent
GP2D,CVCL_2450,,84,DMEM:F12(1:1)+ 1% FBS,tumor,Unknown,F,Recurrent,large_intestine,colon cancer,adenocarcinoma,ECACC,adherent
HT115,CVCL_2520,,36,DMEM ATCC catalog # 3-22,tumor,Unknown,Unknown,Unknown,large_intestine,colon cancer,carcinoma,ECACC,adherent
MDST8,CVCL_2588,,,DMEM ATCC catalog # 3-22,tumor,Unknown,Unknown,Unknown,large_intestine,colon cancer,carcinoma,ECACC,adherent
COV434,CVCL_2010,,120,DMEM ATCC catalog # 3-22,tumor,Unknown,F,Primary,ovary,ovarian cancer,granulosa,ECACC,adherent
COV644,CVCL_2425,,84,DMEM ATCC catalog # 3-22,tumor,Unknown,F,Primary,ovary,ovarian cancer,carcinoma,ECACC,adherent
OAW28,CVCL_1614,,96,DMEM ATCC catalog # 3-22,tumor,Unknown,F,Unknown,ovary,ovarian cancer,cystadenocarcinoma,ECACC,adherent
OV7,CVCL_2675,78.0,36,DMEM:HAMS F12 (1:1) +5%FBS,tumor,Unknown,F,Primary,ovary,ovarian cancer,carcinoma,ECACC,adherent
BICR6,CVCL_2314,,96,DMEM ATCC catalog # 3-22,tumor,Caucasian,M,Primary,upper_aerodigestive_tract,head and neck cancer,carcinoma,ECACC,adherent
KMS34,CVCL_2996,60.0,100,RPMI-164 ATCC catalog # 3-21,tumor,Unknown,F,Primary,haematopoietic_and_lymphoid_tissue,myeloma,myeloma,HSRRB,suspension
NOMO1,CVCL_1609,,38,RPMI-164 ATCC catalog # 3-21,tumor,Unknown,F,Recurrent,haematopoietic_and_lymphoid_tissue,leukemia,acute myeloid leukemia (aml),HSRRB,suspension
SKM1,CVCL_0098,,48,RPMI-164 ATCC catalog # 3-21,tumor,Japanese,M,Unknown,haematopoietic_and_lymphoid_tissue,leukemia,acute myeloid leukemia (aml),HSRRB,suspension
U251MG,CVCL_0021,,60,MEM (Invitrogen catalogue #12571-63),tumor,Unknown,M,Primary,central_nervous_system,brain cancer,astrocytoma,HSRRB,adherent
YH13,CVCL_1795,,48,MEM (Invitrogen catalogue #12571-63),tumor,Unknown,M,Primary,central_nervous_system,brain cancer,astrocytoma,HSRRB,adherent
HUH7,CVCL_0336,57.0,36,"IS-RPMI(Gann.75,151-158,1984), RPMI1640 + 0.2 % lactoalubumin + 1 % FBS",tumor,Japanese,M,Primary,liver,liver cancer,carcinoma,HSRRB,adherent
JHH5,CVCL_0364,50.0,48,William's E Medium Invitrogen catalog # 12551,tumor,Japanese,M,Primary,liver,liver cancer,carcinoma,HSRRB,adherent
JHH7,CVCL_2805,,96,Williams E Invitrogen catalog # 12551,tumor,Unknown,M,Primary,liver,liver cancer,carcinoma,HSRRB,adherent
IM95,CVCL_2961,,96,DMEM ATCC catalog # 3-22,tumor,Unknown,M,Primary,stomach,gastric cancer,adenocarcinoma,HSRRB,adherent
MKN45,CVCL_0434,62.0,20,RPMI-164 ATCC catalog # 3-21,tumor,Unknown,F,Primary,stomach,gastric cancer,adenocarcinoma,HSRRB,adherent
OVTOKO,CVCL_3117,78.0,72,RPMI-164 ATCC catalog # 3-21,tumor,Asian,F,Metastatic,ovary,ovarian cancer,adenocarcinoma,HSRRB,adherent
RMGI,CVCL_1662,,36,HAMS F12 Invitrogen catalog # 11765-54,tumor,Japanese,F,Primary,ovary,ovarian cancer,carcinoma,HSRRB,adherent
RMUGS,CVCL_3158,62.0,48,HAMS F12 Invitrogen catalog # 11765-54,tumor,Unknown,F,Unknown,ovary,ovarian cancer,carcinoma,HSRRB,adherent
TYKNU,CVCL_1776,,48,EMEM ATCC catalog # 3-23,tumor,Unknown,F,Primary,ovary,ovarian cancer,carcinoma,HSRRB,adherent
HEC108,CVCL_2923,,72,EMEM ATCC catalog # 3-23,tumor,Unknown,F,Primary,endometrium,endometrial cancer,adenocarcinoma,HSRRB,adherent
HEC151,CVCL_2925,,60,EMEM ATCC catalog # 3-23,tumor,Unknown,F,Primary,endometrium,endometrial cancer,adenocarcinoma,HSRRB,adherent
HEC251,CVCL_2927,,72,EMEM ATCC catalog # 3-23,tumor,Unknown,F,Primary,endometrium,endometrial cancer,adenocarcinoma,HSRRB,adherent
HEC265,CVCL_2928,,48,EMEM ATCC catalog # 3-23,tumor,Unknown,F,Primary,endometrium,endometrial cancer,adenocarcinoma,HSRRB,adherent
SNGM,CVCL_1707,,30,HAMS F12 Invitrogen catalog # 11765-54,tumor,Japanese,F,Primary,endometrium,endometrial cancer,adenocarcinoma,HSRRB,adherent
SKL,,,,,normal,Unknown,Unknown,Unknown,soft_tissue,normal soft tissue sample,normal soft tissue sample,LONZA,unknown
T3M10,CVCL_8067,,60,Hams F-12 (Hyclone Cat.# SH326.1),tumor,Unknown,M,Metastatic,lung,lung cancer,non small cell lung carcinoma,RIKEN,adherent
CJM,CVCL_U797,,48,HAMF1 +1%FBS,tumor,Unknown,Unknown,Metastatic,skin,skin cancer,melanoma,RIKEN,adherent
GI1,CVCL_1231,,48,DMEM (Hyclone Cat.# SH322.2),tumor,Unknown,M,Primary,central_nervous_system,brain cancer,glioblastoma,RIKEN,adherent
CW2,CVCL_1151,45.0,48,RPMI-164+ 1% FBS,tumor,Unknown,F,Unknown,large_intestine,colon cancer,carcinoma,RIKEN,adherent
RCC10RGB,CVCL_1647,,108,DMEM+ 1%FBS,tumor,Unknown,M,Unknown,kidney,kidney cancer,carcinoma,RIKEN,adherent
OVK18,CVCL_3770,,36,MEM + 1% FBS,tumor,Unknown,F,Unknown,ovary,ovarian cancer,carcinoma,RIKEN,adherent
JHUEM2,CVCL_4656,,48,DMEM/F12 (Hyclone Cat.# SH323.1),tumor,Unknown,F,Primary,endometrium,endometrial cancer,carcinoma,RIKEN,adherent
OVCAR8,CVCL_1629,,60,RPMI-164 ATCC catalog # 3-21,tumor,Unknown,F,Primary,ovary,ovarian cancer,carcinoma,NCI/DCTD,adherent
OCILY3,CVCL_8800,,24,,tumor,Unknown,M,Unknown,haematopoietic_and_lymphoid_tissue,lymphoma,b-cell lymphoma,ACADEMIC LAB,suspension
